image_key,db,appeal_mean,appeal_std,realism_mean,prompt_matching_mean
dall-e/p14,dall-e,2.227272727272727,0.812510406193767,2.1818181818181817,3.0
dall-e/p15,dall-e,4.2727272727272725,0.8270324564263992,2.3636363636363638,4.863636363636363
dall-e/p16,dall-e,4.2272727272727275,0.972567450559315,3.4545454545454546,3.909090909090909
dall-e/p17,dall-e,3.0454545454545454,1.1742179860604585,4.545454545454546,4.454545454545454
dall-e/p18,dall-e,2.8181818181818183,1.2960145368218983,3.3636363636363638,4.909090909090909
dall-e/p19,dall-e,3.3636363636363638,1.1769797726729991,3.0454545454545454,3.3181818181818183
dall-e/p20,dall-e,3.6363636363636362,1.0486024506776148,3.8181818181818183,3.272727272727273
dall-e/p21,dall-e,3.5454545454545454,1.143398140351517,3.590909090909091,4.7272727272727275
dall-e/p22,dall-e,3.6363636363636362,1.1358007263790995,3.409090909090909,4.590909090909091
dall-e/p23,dall-e,4.045454545454546,0.9989171626493851,4.181818181818182,4.545454545454546
dall-e/p24,dall-e,3.5454545454545454,1.2621701918020378,4.0,3.909090909090909
dall-e/p25,dall-e,3.5454545454545454,1.184313050927584,4.0,4.636363636363637
dall-e/p26,dall-e,3.272727272727273,1.2024506001859063,3.8636363636363638,4.818181818181818
dall-e/p27,dall-e,2.5454545454545454,1.184313050927584,2.727272727272727,3.8636363636363638
glide/p01,glide,2.5454545454545454,1.0107645728086345,1.6818181818181819,4.7727272727272725
glide/p02,glide,3.6363636363636362,1.328997278489977,3.3181818181818183,4.909090909090909
glide/p03,glide,2.0,1.1952286093343936,1.6818181818181819,1.6818181818181819
glide/p04,glide,2.0454545454545454,1.1329385612423049,1.5909090909090908,1.4090909090909092
glide/p05,glide,2.3636363636363638,1.1358007263790995,1.5454545454545454,4.409090909090909
glide/p06,glide,1.5,0.8017837257372731,1.6363636363636365,1.4090909090909092
glide/p07,glide,1.619047619047619,0.6690433824641325,1.4285714285714286,1.2380952380952381
glide/p08,glide,2.5454545454545454,1.4712247158412493,1.5,4.045454545454546
glide/p09,glide,2.3636363636363638,1.2552918289216957,2.5454545454545454,3.5454545454545454
glide/p10,glide,1.5454545454545454,0.9625003513801573,1.9090909090909092,1.0909090909090908
glide/p11,glide,1.4090909090909092,0.7963662060880875,1.3636363636363635,1.3636363636363635
glide/p12,glide,2.1363636363636362,1.0371873387954442,1.6363636363636365,1.3636363636363635
glide/p13,glide,1.7272727272727273,0.8827348295047495,1.8181818181818181,1.2272727272727273
glide/p14,glide,1.7272727272727273,0.7672969364884684,1.5,1.4545454545454546
glide/p15,glide,2.3636363636363638,0.9534625892455924,2.0,1.9090909090909092
glide/p16,glide,3.090909090909091,1.269011272759076,3.227272727272727,3.1363636363636362
glide/p17,glide,1.5,0.9636241116594315,1.1363636363636365,1.3181818181818181
glide/p18,glide,1.9090909090909092,1.1509454047327026,1.5,2.272727272727273
glide/p19,glide,2.0,1.1126972805283735,1.8636363636363635,3.227272727272727
glide/p20,glide,2.608695652173913,1.37308976184048,1.9130434782608696,1.6521739130434783
glide/p21,glide,2.0,1.1126972805283735,1.7272727272727273,4.5
glide/p22,glide,1.3181818181818181,0.5679003631895498,1.5909090909090908,1.2727272727272727
glide/p23,glide,2.6818181818181817,1.3232846447693147,2.272727272727273,4.409090909090909
glide/p24,glide,2.727272727272727,1.2792042981336627,1.7272727272727273,3.772727272727273
glide/p25,glide,2.0869565217391304,0.7927537436201203,2.130434782608696,1.4782608695652173
glide/p26,glide,1.9545454545454546,1.1329385612423049,1.6363636363636365,4.409090909090909
glide/p27,glide,1.7727272727272727,0.972567450559315,1.6818181818181819,2.0454545454545454
midjourney/p01,midjourney,4.181818181818182,0.8528028654224418,2.0454545454545454,4.863636363636363
midjourney/p02,midjourney,3.5,1.3363062095621219,2.272727272727273,4.318181818181818
midjourney/p03,midjourney,3.409090909090909,1.6230216062021892,1.9545454545454546,4.045454545454546
midjourney/p04,midjourney,3.1363636363636362,1.2834274997778983,2.272727272727273,3.3181818181818183
midjourney/p05,midjourney,4.0,1.0690449676496974,1.4545454545454546,4.363636363636363
midjourney/p06,midjourney,3.227272727272727,1.7163587753985021,1.3636363636363635,2.4545454545454546
midjourney/p07,midjourney,4.136363636363637,0.8335497554466649,3.772727272727273,3.1818181818181817
midjourney/p08,midjourney,3.6363636363636362,1.2167659925061518,1.8181818181818181,4.590909090909091
midjourney/p09,midjourney,3.3636363636363638,1.1769797726729994,2.590909090909091,3.6818181818181817
midjourney/p10,midjourney,3.8181818181818183,1.2587357087234732,1.8636363636363635,2.227272727272727
midjourney/p11,midjourney,2.9545454545454546,1.3265520192364337,3.3636363636363638,2.8636363636363638
midjourney/p12,midjourney,4.363636363636363,1.0486024506776148,1.6363636363636365,4.136363636363637
midjourney/p13,midjourney,3.3636363636363638,1.3988244910316505,2.5,1.6363636363636365
midjourney/p14,midjourney,3.3181818181818183,1.5549112250379176,1.6818181818181819,2.5
midjourney/p15,midjourney,3.4545454545454546,1.4712247158412493,1.6363636363636365,2.6818181818181817
midjourney/p16,midjourney,4.681818181818182,0.4767312946227962,3.6818181818181817,4.545454545454546
midjourney/p17,midjourney,3.9545454545454546,1.1742179860604585,2.5454545454545454,4.2727272727272725
midjourney/p18,midjourney,3.4285714285714284,1.3627702877384935,2.0476190476190474,4.0
midjourney/p19,midjourney,3.0,1.3451854182690985,1.8636363636363635,2.727272727272727
midjourney/p20,midjourney,4.045454545454546,1.0455015987905485,2.590909090909091,3.9545454545454546
midjourney/p21,midjourney,3.6818181818181817,1.2867960816866655,2.5,3.909090909090909
midjourney/p22,midjourney,4.5,0.5976143046671968,1.9545454545454546,2.9545454545454546
midjourney/p23,midjourney,3.5,1.4719601443879744,2.3636363636363638,4.090909090909091
midjourney/p24,midjourney,4.545454545454546,0.5958006000151017,3.1818181818181817,4.636363636363637
midjourney/p25,midjourney,3.6363636363636362,1.1358007263790992,2.772727272727273,4.636363636363637
midjourney/p26,midjourney,2.727272727272727,1.4858641283079042,1.3636363636363635,3.272727272727273
midjourney/p27,midjourney,3.590909090909091,1.296849328880646,4.090909090909091,3.0454545454545454
own/p17,own,3.8636363636363638,1.2069423999139135,4.7727272727272725,4.909090909090909
own/p18,own,3.772727272727273,1.3427696388548198,4.545454545454546,4.7272727272727275
own/p19,own,3.8636363636363638,1.245772070624499,4.7272727272727275,4.454545454545454
own/p20,own,4.608695652173913,0.6563764465043604,4.695652173913044,4.913043478260869
own/p21,own,4.090909090909091,1.0192943828752512,4.863636363636363,4.954545454545454
own/p22,own,3.590909090909091,1.1405550406998344,4.0,4.7727272727272725
own/p23,own,3.4545454545454546,1.3706888336846839,4.636363636363637,3.5454545454545454
own/p24,own,4.363636363636363,1.1769797726729994,4.7727272727272725,4.7272727272727275
own/p25,own,4.318181818181818,0.9945740239808645,4.7727272727272725,4.909090909090909
own/p26,own,4.090909090909091,1.0192943828752512,4.590909090909091,4.909090909090909
own/p27,own,3.5454545454545454,1.143398140351517,4.590909090909091,3.3636363636363638
stable_diffusion/p01,stable_diffusion,3.5454545454545454,0.9625003513801573,3.090909090909091,4.7272727272727275
stable_diffusion/p02,stable_diffusion,3.5454545454545454,1.1009637651263606,3.1818181818181817,4.7727272727272725
stable_diffusion/p03,stable_diffusion,2.3636363636363638,1.2167659925061518,1.6818181818181819,4.545454545454546
stable_diffusion/p04,stable_diffusion,3.227272727272727,1.1518853358037975,2.8636363636363638,3.6363636363636362
stable_diffusion/p05,stable_diffusion,3.227272727272727,1.2317938209440806,2.3181818181818183,4.2727272727272725
stable_diffusion/p06,stable_diffusion,2.3181818181818183,1.3232846447693147,1.6818181818181819,1.8636363636363635
stable_diffusion/p07,stable_diffusion,2.6363636363636362,1.2926699776028183,1.1363636363636365,2.0454545454545454
stable_diffusion/p08,stable_diffusion,3.590909090909091,1.296849328880646,4.090909090909091,3.590909090909091
stable_diffusion/p09,stable_diffusion,3.4545454545454546,0.8578640544577771,2.5454545454545454,3.272727272727273
stable_diffusion/p10,stable_diffusion,3.0,1.1952286093343936,4.363636363636363,3.0454545454545454
stable_diffusion/p11,stable_diffusion,2.4545454545454546,1.262170191802038,2.6363636363636362,3.0454545454545454
stable_diffusion/p12,stable_diffusion,2.772727272727273,0.9223065383316712,3.1818181818181817,3.8181818181818183
stable_diffusion/p13,stable_diffusion,3.3636363636363638,1.1769797726729994,3.6363636363636362,1.3181818181818181
stable_diffusion/p14,stable_diffusion,3.3181818181818183,1.0861186305619104,3.090909090909091,1.7727272727272727
stable_diffusion/p15,stable_diffusion,3.0454545454545454,0.9989171626493849,1.7272727272727273,1.8636363636363635
stable_diffusion/p16,stable_diffusion,4.090909090909091,1.019294382875251,4.045454545454546,4.5
stable_diffusion/p17,stable_diffusion,3.1818181818181817,1.401915819643949,1.7727272727272727,3.8181818181818183
stable_diffusion/p18,stable_diffusion,3.6363636363636362,1.2167659925061516,3.8181818181818183,3.090909090909091
stable_diffusion/p19,stable_diffusion,2.409090909090909,1.436234856411222,1.9545454545454546,2.3181818181818183
stable_diffusion/p20,stable_diffusion,3.272727272727273,1.4203225046854735,2.8636363636363638,4.590909090909091
stable_diffusion/p21,stable_diffusion,3.3181818181818183,1.2105238392398414,2.8181818181818183,4.863636363636363
stable_diffusion/p22,stable_diffusion,2.272727272727273,0.9351250581921514,2.0454545454545454,4.181818181818182
stable_diffusion/p23,stable_diffusion,3.272727272727273,1.3516063875403324,3.727272727272727,3.6363636363636362
stable_diffusion/p24,stable_diffusion,3.6818181818181817,1.04135276655684,3.772727272727273,4.636363636363637
stable_diffusion/p25,stable_diffusion,2.7142857142857144,1.3469542361512192,3.0952380952380953,4.190476190476191
stable_diffusion/p26,stable_diffusion,3.3181818181818183,1.249242194534775,2.772727272727273,4.7272727272727275
stable_diffusion/p27,stable_diffusion,2.3181818181818183,0.9945740239808646,1.2727272727272727,3.090909090909091
